"","id","roi","int","index","time","cell_id","app_time"
"243","03.04.2024_(2.4)_ch1","13",0.00318426502085115,2,2,"03_04_24_cell2","0.5"
"244","03.04.2024_(2.4)_ch1","13",-0.0072136695986782,3,3,"03_04_24_cell2","0.5"
"245","03.04.2024_(2.4)_ch1","13",-0.0304146945731258,4,4,"03_04_24_cell2","0.5"
"246","03.04.2024_(2.4)_ch1","13",-0.03268824933112,5,5,"03_04_24_cell2","0.5"
"247","03.04.2024_(2.4)_ch1","13",0.343028963709401,6,6,"03_04_24_cell2","0.5"
"248","03.04.2024_(2.4)_ch1","13",0.328857289882937,7,7,"03_04_24_cell2","0.5"
"249","03.04.2024_(2.4)_ch1","13",0.270355293215985,8,8,"03_04_24_cell2","0.5"
"250","03.04.2024_(2.4)_ch1","13",0.190011590475283,9,9,"03_04_24_cell2","0.5"
"251","03.04.2024_(2.4)_ch1","13",0.183349063854531,10,10,"03_04_24_cell2","0.5"
"252","03.04.2024_(2.4)_ch1","13",0.0989701589964671,11,11,"03_04_24_cell2","0.5"
"253","03.04.2024_(2.4)_ch1","13",0.0815499106365079,12,12,"03_04_24_cell2","0.5"
"254","03.04.2024_(2.4)_ch1","13",0.0507141155222647,13,13,"03_04_24_cell2","0.5"
"255","03.04.2024_(2.4)_ch1","13",0.0627885862208811,14,14,"03_04_24_cell2","0.5"
"256","03.04.2024_(2.4)_ch1","13",-0.0093807674672889,15,15,"03_04_24_cell2","0.5"
"257","03.04.2024_(2.4)_ch1","13",-0.0494033756750684,16,16,"03_04_24_cell2","0.5"
"258","03.04.2024_(2.4)_ch1","13",-0.046525678427149,17,17,"03_04_24_cell2","0.5"
"259","03.04.2024_(2.4)_ch1","13",-0.0246212936258429,18,18,"03_04_24_cell2","0.5"
"260","03.04.2024_(2.4)_ch1","13",-0.0474775739683017,20,19,"03_04_24_cell2","0.5"
"261","03.04.2024_(2.4)_ch1","14",0.014592881632547,0,0,"03_04_24_cell2","0.5"
"262","03.04.2024_(2.4)_ch1","14",-0.0223553118676787,1,1,"03_04_24_cell2","0.5"
"263","03.04.2024_(2.4)_ch1","14",0.0236229995472011,2,2,"03_04_24_cell2","0.5"
"264","03.04.2024_(2.4)_ch1","14",0.0110110518439584,3,3,"03_04_24_cell2","0.5"
"265","03.04.2024_(2.4)_ch1","14",-0.0268716211560276,4,4,"03_04_24_cell2","0.5"
"266","03.04.2024_(2.4)_ch1","14",0.00941145149136908,5,5,"03_04_24_cell2","0.5"
"267","03.04.2024_(2.4)_ch1","14",0.214537760073076,6,6,"03_04_24_cell2","0.5"
"268","03.04.2024_(2.4)_ch1","14",0.33698073692838,7,7,"03_04_24_cell2","0.5"
"269","03.04.2024_(2.4)_ch1","14",0.257762868866897,8,8,"03_04_24_cell2","0.5"
"270","03.04.2024_(2.4)_ch1","14",0.259065848720236,9,9,"03_04_24_cell2","0.5"
"271","03.04.2024_(2.4)_ch1","14",0.15980349287849,10,10,"03_04_24_cell2","0.5"
