"","id","roi","int","index","time","roi_type"
"413","24_05_9_cell01_ch0","1",0.2108,46,46,"Max"
"414","24_05_9_cell01_ch0","1",0.2135,47,47,"Max"
"415","24_05_9_cell01_ch0","1",0.213,48,48,"Max"
"416","24_05_9_cell01_ch0","1",0.2036,49,49,"Max"
"417","24_05_9_cell01_ch0","1",0.2051,50,50,"Max"
"418","24_05_9_cell01_ch0","1",0.2024,51,51,"Max"
"419","24_05_9_cell01_ch0","1",0.2033,52,52,"Max"
"420","24_05_9_cell01_ch0","1",0.1939,53,53,"Max"
"421","24_05_9_cell01_ch0","1",0.1957,54,54,"Max"
"422","24_05_9_cell01_ch0","1",0.1893,55,55,"Max"
"423","24_05_9_cell01_ch0","1",0.2025,56,56,"Max"
"424","24_05_9_cell01_ch0","1",0.2021,57,57,"Max"
"425","24_05_9_cell01_ch0","1",0.1921,58,58,"Max"
"426","24_05_9_cell01_ch0","1",0.1906,59,59,"Max"
"427","24_05_9_cell01_ch0","1",0.1996,60,60,"Max"
"428","24_05_9_cell01_ch0","2",-0.0049,0,0,"Max"
"429","24_05_9_cell01_ch0","2",-0.0076,1,1,"Max"
"430","24_05_9_cell01_ch0","2",0.0125,2,2,"Max"
"431","24_05_9_cell01_ch0","2",0.0018,3,3,"Max"
"432","24_05_9_cell01_ch0","2",0.0049,4,4,"Max"
"433","24_05_9_cell01_ch0","2",0.0103,5,5,"Max"
"434","24_05_9_cell01_ch0","2",0.0487,6,6,"Max"
"435","24_05_9_cell01_ch0","2",0.2133,7,7,"Max"
"436","24_05_9_cell01_ch0","2",0.3608,8,8,"Max"
"437","24_05_9_cell01_ch0","2",0.4596,9,9,"Max"
"438","24_05_9_cell01_ch0","2",0.5212,10,10,"Max"
"439","24_05_9_cell01_ch0","2",0.5644,11,11,"Max"
"440","24_05_9_cell01_ch0","2",0.611,12,12,"Max"
"441","24_05_9_cell01_ch0","2",0.6238,13,13,"Max"
"442","24_05_9_cell01_ch0","2",0.6527,14,14,"Max"
"443","24_05_9_cell01_ch0","2",0.671,15,15,"Max"
"444","24_05_9_cell01_ch0","2",0.6901,16,16,"Max"
"445","24_05_9_cell01_ch0","2",0.6998,17,17,"Max"
"446","24_05_9_cell01_ch0","2",0.7077,18,18,"Max"
"447","24_05_9_cell01_ch0","2",0.7028,19,19,"Max"
"448","24_05_9_cell01_ch0","2",0.7058,20,20,"Max"
"449","24_05_9_cell01_ch0","2",0.7253,21,21,"Max"
"450","24_05_9_cell01_ch0","2",0.7536,22,22,"Max"
"451","24_05_9_cell01_ch0","2",0.7403,23,23,"Max"
"452","24_05_9_cell01_ch0","2",0.7355,24,24,"Max"
"453","24_05_9_cell01_ch0","2",0.7344,25,25,"Max"
"454","24_05_9_cell01_ch0","2",0.6793,26,26,"Max"
"455","24_05_9_cell01_ch0","2",0.6121,27,27,"Max"
"456","24_05_9_cell01_ch0","2",0.4923,28,28,"Max"
"457","24_05_9_cell01_ch0","2",0.4274,29,29,"Max"
"458","24_05_9_cell01_ch0","2",0.3765,30,30,"Max"
"459","24_05_9_cell01_ch0","2",0.309,31,31,"Max"
"460","24_05_9_cell01_ch0","2",0.278,32,32,"Max"
"461","24_05_9_cell01_ch0","2",0.2868,33,33,"Max"
"462","24_05_9_cell01_ch0","2",0.2621,34,34,"Max"
"463","24_05_9_cell01_ch0","2",0.2564,35,35,"Max"
"464","24_05_9_cell01_ch0","2",0.2151,36,36,"Max"
"465","24_05_9_cell01_ch0","2",0.2281,37,37,"Max"
"466","24_05_9_cell01_ch0","2",0.2186,38,38,"Max"
"467","24_05_9_cell01_ch0","2",0.2271,39,39,"Max"
"468","24_05_9_cell01_ch0","2",0.194,40,40,"Max"
"469","24_05_9_cell01_ch0","2",0.1615,41,41,"Max"
"470","24_05_9_cell01_ch0","2",0.145,42,42,"Max"
"471","24_05_9_cell01_ch0","2",0.1503,43,43,"Max"
"472","24_05_9_cell01_ch0","2",0.1433,44,44,"Max"
"473","24_05_9_cell01_ch0","2",0.1334,45,45,"Max"
"474","24_05_9_cell01_ch0","2",0.144,46,46,"Max"
"475","24_05_9_cell01_ch0","2",0.1457,47,47,"Max"
"476","24_05_9_cell01_ch0","2",0.1535,48,48,"Max"
"477","24_05_9_cell01_ch0","2",0.1462,49,49,"Max"
"478","24_05_9_cell01_ch0","2",0.1502,50,50,"Max"
"479","24_05_9_cell01_ch0","2",0.1428,51,51,"Max"
"480","24_05_9_cell01_ch0","2",0.1396,52,52,"Max"
"481","24_05_9_cell01_ch0","2",0.1303,53,53,"Max"
"482","24_05_9_cell01_ch0","2",0.1436,54,54,"Max"
"483","24_05_9_cell01_ch0","2",0.1295,55,55,"Max"
"484","24_05_9_cell01_ch0","2",0.1449,56,56,"Max"
"485","24_05_9_cell01_ch0","2",0.1379,57,57,"Max"
"486","24_05_9_cell01_ch0","2",0.1342,58,58,"Max"
"487","24_05_9_cell01_ch0","2",0.1628,59,59,"Max"
"488","24_05_9_cell01_ch0","2",0.1469,60,60,"Max"
"489","24_05_9_cell01_ch0","3",-0.0106,0,0,"Max"
"490","24_05_9_cell01_ch0","3",6e-04,1,1,"Max"
"491","24_05_9_cell01_ch0","3",0.01,2,2,"Max"
"492","24_05_9_cell01_ch0","3",0.0141,3,3,"Max"
"493","24_05_9_cell01_ch0","3",0.0199,4,4,"Max"
"494","24_05_9_cell01_ch0","3",0.032,5,5,"Max"
"495","24_05_9_cell01_ch0","3",0.0715,6,6,"Max"
"496","24_05_9_cell01_ch0","3",0.2445,7,7,"Max"
"497","24_05_9_cell01_ch0","3",0.4015,8,8,"Max"
"498","24_05_9_cell01_ch0","3",0.5395,9,9,"Max"
"499","24_05_9_cell01_ch0","3",0.5959,10,10,"Max"
"500","24_05_9_cell01_ch0","3",0.637,11,11,"Max"
"501","24_05_9_cell01_ch0","3",0.7011,12,12,"Max"
"502","24_05_9_cell01_ch0","3",0.7307,13,13,"Max"
"503","24_05_9_cell01_ch0","3",0.7712,14,14,"Max"
"504","24_05_9_cell01_ch0","3",0.8012,15,15,"Max"
"505","24_05_9_cell01_ch0","3",0.8197,16,16,"Max"
"506","24_05_9_cell01_ch0","3",0.8253,17,17,"Max"
"507","24_05_9_cell01_ch0","3",0.8378,18,18,"Max"
"508","24_05_9_cell01_ch0","3",0.8504,19,19,"Max"
"509","24_05_9_cell01_ch0","3",0.8616,20,20,"Max"
"510","24_05_9_cell01_ch0","3",0.8824,21,21,"Max"
"511","24_05_9_cell01_ch0","3",0.9119,22,22,"Max"
"512","24_05_9_cell01_ch0","3",0.9209,23,23,"Max"
"513","24_05_9_cell01_ch0","3",0.9299,24,24,"Max"
"514","24_05_9_cell01_ch0","3",0.9377,25,25,"Max"
"515","24_05_9_cell01_ch0","3",0.8784,26,26,"Max"
"516","24_05_9_cell01_ch0","3",0.791,27,27,"Max"
"517","24_05_9_cell01_ch0","3",0.6645,28,28,"Max"
"518","24_05_9_cell01_ch0","3",0.5772,29,29,"Max"
"519","24_05_9_cell01_ch0","3",0.4925,30,30,"Max"
"520","24_05_9_cell01_ch0","3",0.4446,31,31,"Max"
"521","24_05_9_cell01_ch0","3",0.3978,32,32,"Max"
"522","24_05_9_cell01_ch0","3",0.3852,33,33,"Max"
"523","24_05_9_cell01_ch0","3",0.3447,34,34,"Max"
"524","24_05_9_cell01_ch0","3",0.3316,35,35,"Max"
"525","24_05_9_cell01_ch0","3",0.3106,36,36,"Max"
"526","24_05_9_cell01_ch0","3",0.2917,37,37,"Max"
"527","24_05_9_cell01_ch0","3",0.2714,38,38,"Max"
"528","24_05_9_cell01_ch0","3",0.2634,39,39,"Max"
"529","24_05_9_cell01_ch0","3",0.2512,40,40,"Max"
"530","24_05_9_cell01_ch0","3",0.2215,41,41,"Max"
"531","24_05_9_cell01_ch0","3",0.1919,42,42,"Max"
"532","24_05_9_cell01_ch0","3",0.1942,43,43,"Max"
"533","24_05_9_cell01_ch0","3",0.181,44,44,"Max"
"534","24_05_9_cell01_ch0","3",0.1651,45,45,"Max"
"535","24_05_9_cell01_ch0","3",0.1915,46,46,"Max"
"536","24_05_9_cell01_ch0","3",0.186,47,47,"Max"
"537","24_05_9_cell01_ch0","3",0.1816,48,48,"Max"
"538","24_05_9_cell01_ch0","3",0.1718,49,49,"Max"
"539","24_05_9_cell01_ch0","3",0.1879,50,50,"Max"
"540","24_05_9_cell01_ch0","3",0.178,51,51,"Max"
"541","24_05_9_cell01_ch0","3",0.1745,52,52,"Max"
"542","24_05_9_cell01_ch0","3",0.1659,53,53,"Max"
"543","24_05_9_cell01_ch0","3",0.176,54,54,"Max"
"544","24_05_9_cell01_ch0","3",0.1704,55,55,"Max"
"545","24_05_9_cell01_ch0","3",0.1702,56,56,"Max"
"546","24_05_9_cell01_ch0","3",0.1754,57,57,"Max"
"547","24_05_9_cell01_ch0","3",0.1765,58,58,"Max"
"548","24_05_9_cell01_ch0","3",0.1691,59,59,"Max"
"549","24_05_9_cell01_ch0","3",0.169,60,60,"Max"
"550","24_05_9_cell02_ch0","1",-0.02,0,0,"Max"
"551","24_05_9_cell02_ch0","1",0.0113,1,1,"Max"
"552","24_05_9_cell02_ch0","1",0.0087,2,2,"Max"
"553","24_05_9_cell02_ch0","1",0.0047,3,3,"Max"
"554","24_05_9_cell02_ch0","1",0.0193,4,4,"Max"
"555","24_05_9_cell02_ch0","1",0.0249,5,5,"Max"
"556","24_05_9_cell02_ch0","1",0.3473,6,6,"Max"
"557","24_05_9_cell02_ch0","1",0.8504,7,7,"Max"
"558","24_05_9_cell02_ch0","1",1.0261,8,8,"Max"
"559","24_05_9_cell02_ch0","1",1.0925,9,9,"Max"
"560","24_05_9_cell02_ch0","1",1.1849,10,10,"Max"
"561","24_05_9_cell02_ch0","1",1.2454,11,11,"Max"
"562","24_05_9_cell02_ch0","1",1.2826,12,12,"Max"
"563","24_05_9_cell02_ch0","1",1.268,13,13,"Max"
"564","24_05_9_cell02_ch0","1",1.2974,14,14,"Max"
"565","24_05_9_cell02_ch0","1",1.3329,15,15,"Max"
"566","24_05_9_cell02_ch0","1",1.359,16,16,"Max"
"567","24_05_9_cell02_ch0","1",1.377,17,17,"Max"
"568","24_05_9_cell02_ch0","1",1.3911,18,18,"Max"
"569","24_05_9_cell02_ch0","1",1.4389,19,19,"Max"
"570","24_05_9_cell02_ch0","1",1.4534,20,20,"Max"
"571","24_05_9_cell02_ch0","1",1.4552,21,21,"Max"
"572","24_05_9_cell02_ch0","1",1.4957,22,22,"Max"
"573","24_05_9_cell02_ch0","1",1.5111,23,23,"Max"
"574","24_05_9_cell02_ch0","1",1.5101,24,24,"Max"
"575","24_05_9_cell02_ch0","1",1.5307,25,25,"Max"
"576","24_05_9_cell02_ch0","1",1.5078,26,26,"Max"
"577","24_05_9_cell02_ch0","1",1.2614,27,27,"Max"
"578","24_05_9_cell02_ch0","1",1.0164,28,28,"Max"
"579","24_05_9_cell02_ch0","1",0.7983,29,29,"Max"
"580","24_05_9_cell02_ch0","1",0.7144,30,30,"Max"
"581","24_05_9_cell02_ch0","1",0.6507,31,31,"Max"
"582","24_05_9_cell02_ch0","1",0.6176,32,32,"Max"
"583","24_05_9_cell02_ch0","1",0.5777,33,33,"Max"
"584","24_05_9_cell02_ch0","1",0.5775,34,34,"Max"
"585","24_05_9_cell02_ch0","1",0.5713,35,35,"Max"
"586","24_05_9_cell02_ch0","1",0.5887,36,36,"Max"
"587","24_05_9_cell02_ch0","1",0.58,37,37,"Max"
"588","24_05_9_cell02_ch0","1",0.5543,38,38,"Max"
"589","24_05_9_cell02_ch0","1",0.5763,39,39,"Max"
"590","24_05_9_cell02_ch0","1",0.5784,40,40,"Max"
"591","24_05_9_cell02_ch0","1",0.5681,41,41,"Max"
"592","24_05_9_cell02_ch0","1",0.5472,42,42,"Max"
"593","24_05_9_cell02_ch0","1",0.571,43,43,"Max"
"594","24_05_9_cell02_ch0","1",0.5441,44,44,"Max"
"595","24_05_9_cell02_ch0","1",0.5481,45,45,"Max"
"596","24_05_9_cell02_ch0","1",0.5613,46,46,"Max"
"597","24_05_9_cell02_ch0","1",0.6268,47,47,"Max"
"598","24_05_9_cell02_ch0","1",0.6097,48,48,"Max"
"599","24_05_9_cell02_ch0","1",0.5712,49,49,"Max"
"600","24_05_9_cell02_ch0","1",0.5406,50,50,"Max"
"601","24_05_9_cell02_ch0","1",0.5059,51,51,"Max"
"602","24_05_9_cell02_ch0","1",0.4916,52,52,"Max"
"603","24_05_9_cell02_ch0","1",0.4915,53,53,"Max"
"604","24_05_9_cell02_ch0","1",0.4665,54,54,"Max"
"605","24_05_9_cell02_ch0","1",0.497,55,55,"Max"
"606","24_05_9_cell02_ch0","1",0.538,56,56,"Max"
"607","24_05_9_cell02_ch0","1",0.5162,57,57,"Max"
"608","24_05_9_cell02_ch0","1",0.5101,58,58,"Max"
"609","24_05_9_cell02_ch0","1",0.523,59,59,"Max"
"610","24_05_9_cell02_ch0","1",0.4932,60,60,"Max"
"611","24_05_9_cell02_ch0","2",-0.0154,0,0,"Max"
"612","24_05_9_cell02_ch0","2",0.0071,1,1,"Max"
"613","24_05_9_cell02_ch0","2",0.0083,2,2,"Max"
"614","24_05_9_cell02_ch0","2",0.0153,3,3,"Max"
"615","24_05_9_cell02_ch0","2",0.0269,4,4,"Max"
"616","24_05_9_cell02_ch0","2",0.033,5,5,"Max"
"617","24_05_9_cell02_ch0","2",0.3707,6,6,"Max"
"618","24_05_9_cell02_ch0","2",0.7407,7,7,"Max"
"619","24_05_9_cell02_ch0","2",0.8238,8,8,"Max"
"620","24_05_9_cell02_ch0","2",0.8901,9,9,"Max"
"621","24_05_9_cell02_ch0","2",0.9378,10,10,"Max"
"622","24_05_9_cell02_ch0","2",0.9911,11,11,"Max"
"623","24_05_9_cell02_ch0","2",1.0187,12,12,"Max"
"624","24_05_9_cell02_ch0","2",1.0507,13,13,"Max"
"625","24_05_9_cell02_ch0","2",1.0397,14,14,"Max"
"626","24_05_9_cell02_ch0","2",1.0832,15,15,"Max"
"627","24_05_9_cell02_ch0","2",1.102,16,16,"Max"
"628","24_05_9_cell02_ch0","2",1.1107,17,17,"Max"
"629","24_05_9_cell02_ch0","2",1.1187,18,18,"Max"
"630","24_05_9_cell02_ch0","2",1.1429,19,19,"Max"
"631","24_05_9_cell02_ch0","2",1.1811,20,20,"Max"
"632","24_05_9_cell02_ch0","2",1.1839,21,21,"Max"
"633","24_05_9_cell02_ch0","2",1.2218,22,22,"Max"
"634","24_05_9_cell02_ch0","2",1.2348,23,23,"Max"
"635","24_05_9_cell02_ch0","2",1.2457,24,24,"Max"
"636","24_05_9_cell02_ch0","2",1.2573,25,25,"Max"
"637","24_05_9_cell02_ch0","2",1.2119,26,26,"Max"
"638","24_05_9_cell02_ch0","2",0.9423,27,27,"Max"
"639","24_05_9_cell02_ch0","2",0.7298,28,28,"Max"
"640","24_05_9_cell02_ch0","2",0.6002,29,29,"Max"
"641","24_05_9_cell02_ch0","2",0.5382,30,30,"Max"
"642","24_05_9_cell02_ch0","2",0.5266,31,31,"Max"
"643","24_05_9_cell02_ch0","2",0.5484,32,32,"Max"
"644","24_05_9_cell02_ch0","2",0.5248,33,33,"Max"
"645","24_05_9_cell02_ch0","2",0.5227,34,34,"Max"
"646","24_05_9_cell02_ch0","2",0.5202,35,35,"Max"
"647","24_05_9_cell02_ch0","2",0.5501,36,36,"Max"
"648","24_05_9_cell02_ch0","2",0.5377,37,37,"Max"
"649","24_05_9_cell02_ch0","2",0.5417,38,38,"Max"
"650","24_05_9_cell02_ch0","2",0.5617,39,39,"Max"
"651","24_05_9_cell02_ch0","2",0.5391,40,40,"Max"
"652","24_05_9_cell02_ch0","2",0.5623,41,41,"Max"
"653","24_05_9_cell02_ch0","2",0.5499,42,42,"Max"
"654","24_05_9_cell02_ch0","2",0.5618,43,43,"Max"
"655","24_05_9_cell02_ch0","2",0.5596,44,44,"Max"
"656","24_05_9_cell02_ch0","2",0.577,45,45,"Max"
"657","24_05_9_cell02_ch0","2",0.5873,46,46,"Max"
"658","24_05_9_cell02_ch0","2",0.6944,47,47,"Max"
"659","24_05_9_cell02_ch0","2",0.6343,48,48,"Max"
"660","24_05_9_cell02_ch0","2",0.6209,49,49,"Max"
"661","24_05_9_cell02_ch0","2",0.5963,50,50,"Max"
"662","24_05_9_cell02_ch0","2",0.574,51,51,"Max"
"663","24_05_9_cell02_ch0","2",0.5695,52,52,"Max"
"664","24_05_9_cell02_ch0","2",0.56,53,53,"Max"
"665","24_05_9_cell02_ch0","2",0.5525,54,54,"Max"
"666","24_05_9_cell02_ch0","2",0.6289,55,55,"Max"
"667","24_05_9_cell02_ch0","2",0.6514,56,56,"Max"
"668","24_05_9_cell02_ch0","2",0.6109,57,57,"Max"
"669","24_05_9_cell02_ch0","2",0.59,58,58,"Max"
"670","24_05_9_cell02_ch0","2",0.5745,59,59,"Max"
"671","24_05_9_cell02_ch0","2",0.5586,60,60,"Max"
"672","24_05_9_cell02_ch0","3",-0.015,0,0,"Max"
"673","24_05_9_cell02_ch0","3",0.0059,1,1,"Max"
"674","24_05_9_cell02_ch0","3",0.009,2,2,"Max"
"675","24_05_9_cell02_ch0","3",0.0194,3,3,"Max"
"676","24_05_9_cell02_ch0","3",0.0459,4,4,"Max"
"677","24_05_9_cell02_ch0","3",0.0474,5,5,"Max"
"678","24_05_9_cell02_ch0","3",0.2398,6,6,"Max"
"679","24_05_9_cell02_ch0","3",0.5437,7,7,"Max"
"680","24_05_9_cell02_ch0","3",0.6557,8,8,"Max"
"681","24_05_9_cell02_ch0","3",0.7383,9,9,"Max"
"682","24_05_9_cell02_ch0","3",0.7779,10,10,"Max"
"683","24_05_9_cell02_ch0","3",0.806,11,11,"Max"
"684","24_05_9_cell02_ch0","3",0.8562,12,12,"Max"
"685","24_05_9_cell02_ch0","3",0.8409,13,13,"Max"
"686","24_05_9_cell02_ch0","3",0.8609,14,14,"Max"
"687","24_05_9_cell02_ch0","3",0.9073,15,15,"Max"
"688","24_05_9_cell02_ch0","3",0.9153,16,16,"Max"
"689","24_05_9_cell02_ch0","3",0.9368,17,17,"Max"
"690","24_05_9_cell02_ch0","3",0.9874,18,18,"Max"
"691","24_05_9_cell02_ch0","3",1.0034,19,19,"Max"
"692","24_05_9_cell02_ch0","3",1.0303,20,20,"Max"
"693","24_05_9_cell02_ch0","3",1.0608,21,21,"Max"
"694","24_05_9_cell02_ch0","3",1.0898,22,22,"Max"
"695","24_05_9_cell02_ch0","3",1.1065,23,23,"Max"
"696","24_05_9_cell02_ch0","3",1.1126,24,24,"Max"
"697","24_05_9_cell02_ch0","3",1.1327,25,25,"Max"
"698","24_05_9_cell02_ch0","3",1.094,26,26,"Max"
"699","24_05_9_cell02_ch0","3",0.9138,27,27,"Max"
"700","24_05_9_cell02_ch0","3",0.8001,28,28,"Max"
"701","24_05_9_cell02_ch0","3",0.7301,29,29,"Max"
"702","24_05_9_cell02_ch0","3",0.6915,30,30,"Max"
"703","24_05_9_cell02_ch0","3",0.6706,31,31,"Max"
"704","24_05_9_cell02_ch0","3",0.7197,32,32,"Max"
"705","24_05_9_cell02_ch0","3",0.7226,33,33,"Max"
"706","24_05_9_cell02_ch0","3",0.7567,34,34,"Max"
"707","24_05_9_cell02_ch0","3",0.7536,35,35,"Max"
"708","24_05_9_cell02_ch0","3",0.7915,36,36,"Max"
"709","24_05_9_cell02_ch0","3",0.769,37,37,"Max"
"710","24_05_9_cell02_ch0","3",0.7716,38,38,"Max"
"711","24_05_9_cell02_ch0","3",0.8061,39,39,"Max"
"712","24_05_9_cell02_ch0","3",0.787,40,40,"Max"
"713","24_05_9_cell02_ch0","3",0.7948,41,41,"Max"
"714","24_05_9_cell02_ch0","3",0.7866,42,42,"Max"
"715","24_05_9_cell02_ch0","3",0.7791,43,43,"Max"
"716","24_05_9_cell02_ch0","3",0.7785,44,44,"Max"
"717","24_05_9_cell02_ch0","3",0.8121,45,45,"Max"
"718","24_05_9_cell02_ch0","3",0.7987,46,46,"Max"
"719","24_05_9_cell02_ch0","3",0.8203,47,47,"Max"
"720","24_05_9_cell02_ch0","3",0.8173,48,48,"Max"
"721","24_05_9_cell02_ch0","3",0.8116,49,49,"Max"
"722","24_05_9_cell02_ch0","3",0.8079,50,50,"Max"
"723","24_05_9_cell02_ch0","3",0.779,51,51,"Max"
"724","24_05_9_cell02_ch0","3",0.7775,52,52,"Max"
"725","24_05_9_cell02_ch0","3",0.7852,53,53,"Max"
"726","24_05_9_cell02_ch0","3",0.7774,54,54,"Max"
"727","24_05_9_cell02_ch0","3",0.7865,55,55,"Max"
"728","24_05_9_cell02_ch0","3",0.8181,56,56,"Max"
"729","24_05_9_cell02_ch0","3",0.7963,57,57,"Max"
"730","24_05_9_cell02_ch0","3",0.8011,58,58,"Max"
"731","24_05_9_cell02_ch0","3",0.7996,59,59,"Max"
"732","24_05_9_cell02_ch0","3",0.7963,60,60,"Max"
"733","24_05_08_cell7_ch0","1",-0.0156,0,0,"Mid"
"734","24_05_08_cell7_ch0","1",0.0011,1,1,"Mid"
"735","24_05_08_cell7_ch0","1",0.0101,2,2,"Mid"
"736","24_05_08_cell7_ch0","1",0.0044,3,3,"Mid"
"737","24_05_08_cell7_ch0","1",0.0051,4,4,"Mid"
"738","24_05_08_cell7_ch0","1",0.1239,5,5,"Mid"
"739","24_05_08_cell7_ch0","1",0.1137,6,6,"Mid"
"740","24_05_08_cell7_ch0","1",0.4045,7,7,"Mid"
"741","24_05_08_cell7_ch0","1",0.5543,8,8,"Mid"
"742","24_05_08_cell7_ch0","1",0.6039,9,9,"Mid"
"743","24_05_08_cell7_ch0","1",0.6732,10,10,"Mid"
"744","24_05_08_cell7_ch0","1",0.6992,11,11,"Mid"
"745","24_05_08_cell7_ch0","1",0.7199,12,12,"Mid"
"746","24_05_08_cell7_ch0","1",0.757,13,13,"Mid"
"747","24_05_08_cell7_ch0","1",0.7558,14,14,"Mid"
"748","24_05_08_cell7_ch0","1",0.7892,15,15,"Mid"
"749","24_05_08_cell7_ch0","1",0.8116,16,16,"Mid"
"750","24_05_08_cell7_ch0","1",0.7907,17,17,"Mid"
"751","24_05_08_cell7_ch0","1",0.8224,18,18,"Mid"
"752","24_05_08_cell7_ch0","1",0.848,19,19,"Mid"
"753","24_05_08_cell7_ch0","1",0.8321,20,20,"Mid"
"754","24_05_08_cell7_ch0","1",0.8522,21,21,"Mid"
"755","24_05_08_cell7_ch0","1",0.8914,22,22,"Mid"
"756","24_05_08_cell7_ch0","1",0.8531,23,23,"Mid"
"757","24_05_08_cell7_ch0","1",0.8925,24,24,"Mid"
"758","24_05_08_cell7_ch0","1",0.8853,25,25,"Mid"
"759","24_05_08_cell7_ch0","1",0.8464,26,26,"Mid"
"760","24_05_08_cell7_ch0","1",0.839,27,27,"Mid"
"761","24_05_08_cell7_ch0","1",0.8202,28,28,"Mid"
"762","24_05_08_cell7_ch0","1",0.707,29,29,"Mid"
"763","24_05_08_cell7_ch0","1",0.6868,30,30,"Mid"
"764","24_05_08_cell7_ch0","1",0.6238,31,31,"Mid"
"765","24_05_08_cell7_ch0","1",0.5341,32,32,"Mid"
"766","24_05_08_cell7_ch0","1",0.5393,33,33,"Mid"
"767","24_05_08_cell7_ch0","1",0.4733,34,34,"Mid"
"768","24_05_08_cell7_ch0","1",0.379,35,35,"Mid"
"769","24_05_08_cell7_ch0","1",0.3596,36,36,"Mid"
"770","24_05_08_cell7_ch0","1",0.3323,37,37,"Mid"
"771","24_05_08_cell7_ch0","1",0.285,38,38,"Mid"
"772","24_05_08_cell7_ch0","1",0.3082,39,39,"Mid"
"773","24_05_08_cell7_ch0","1",0.315,40,40,"Mid"
"774","24_05_08_cell7_ch0","1",0.2805,41,41,"Mid"
"775","24_05_08_cell7_ch0","1",0.3102,42,42,"Mid"
"776","24_05_08_cell7_ch0","1",0.2927,43,43,"Mid"
"777","24_05_08_cell7_ch0","1",0.2583,44,44,"Mid"
"778","24_05_08_cell7_ch0","1",0.2563,45,45,"Mid"
"779","24_05_08_cell7_ch0","1",0.2504,46,46,"Mid"
"780","24_05_08_cell7_ch0","1",0.2264,47,47,"Mid"
"781","24_05_08_cell7_ch0","1",0.2752,48,48,"Mid"
"782","24_05_08_cell7_ch0","1",0.2724,49,49,"Mid"
"783","24_05_08_cell7_ch0","1",0.2499,50,50,"Mid"
"784","24_05_08_cell7_ch0","1",0.2556,51,51,"Mid"
"785","24_05_08_cell7_ch0","1",0.2665,52,52,"Mid"
"786","24_05_08_cell7_ch0","1",0.2393,53,53,"Mid"
"787","24_05_08_cell7_ch0","1",0.2808,54,54,"Mid"
"788","24_05_08_cell7_ch0","1",0.2804,55,55,"Mid"
"789","24_05_08_cell7_ch0","1",0.2375,56,56,"Mid"
"790","24_05_08_cell7_ch0","1",0.2825,57,57,"Mid"
"791","24_05_08_cell7_ch0","1",0.2515,58,58,"Mid"
"792","24_05_08_cell7_ch0","1",0.2963,59,59,"Mid"
"793","24_05_08_cell7_ch0","1",0.2821,60,60,"Mid"
"794","24_05_08_cell7_ch0","2",-0.0057,0,0,"Mid"
"795","24_05_08_cell7_ch0","2",-0.003,1,1,"Mid"
"796","24_05_08_cell7_ch0","2",0.0118,2,2,"Mid"
"797","24_05_08_cell7_ch0","2",-0.0031,3,3,"Mid"
"798","24_05_08_cell7_ch0","2",0.0106,4,4,"Mid"
"799","24_05_08_cell7_ch0","2",0.0709,5,5,"Mid"
"800","24_05_08_cell7_ch0","2",0.148,6,6,"Mid"
"801","24_05_08_cell7_ch0","2",0.3924,7,7,"Mid"
"802","24_05_08_cell7_ch0","2",0.4808,8,8,"Mid"
"803","24_05_08_cell7_ch0","2",0.5125,9,9,"Mid"
"804","24_05_08_cell7_ch0","2",0.5868,10,10,"Mid"
"805","24_05_08_cell7_ch0","2",0.5926,11,11,"Mid"
"806","24_05_08_cell7_ch0","2",0.6159,12,12,"Mid"
"807","24_05_08_cell7_ch0","2",0.632,13,13,"Mid"
"808","24_05_08_cell7_ch0","2",0.6218,14,14,"Mid"
"809","24_05_08_cell7_ch0","2",0.6632,15,15,"Mid"
"810","24_05_08_cell7_ch0","2",0.6567,16,16,"Mid"
"811","24_05_08_cell7_ch0","2",0.6497,17,17,"Mid"
"812","24_05_08_cell7_ch0","2",0.6501,18,18,"Mid"
"813","24_05_08_cell7_ch0","2",0.6517,19,19,"Mid"
"814","24_05_08_cell7_ch0","2",0.6547,20,20,"Mid"
"815","24_05_08_cell7_ch0","2",0.6556,21,21,"Mid"
"816","24_05_08_cell7_ch0","2",0.6709,22,22,"Mid"
"817","24_05_08_cell7_ch0","2",0.6327,23,23,"Mid"
"818","24_05_08_cell7_ch0","2",0.6783,24,24,"Mid"
"819","24_05_08_cell7_ch0","2",0.673,25,25,"Mid"
"820","24_05_08_cell7_ch0","2",0.6461,26,26,"Mid"
"821","24_05_08_cell7_ch0","2",0.6633,27,27,"Mid"
"822","24_05_08_cell7_ch0","2",0.6177,28,28,"Mid"
"823","24_05_08_cell7_ch0","2",0.535,29,29,"Mid"
"824","24_05_08_cell7_ch0","2",0.5318,30,30,"Mid"
"825","24_05_08_cell7_ch0","2",0.4842,31,31,"Mid"
"826","24_05_08_cell7_ch0","2",0.4188,32,32,"Mid"
"827","24_05_08_cell7_ch0","2",0.4305,33,33,"Mid"
"828","24_05_08_cell7_ch0","2",0.3887,34,34,"Mid"
"829","24_05_08_cell7_ch0","2",0.3106,35,35,"Mid"
"830","24_05_08_cell7_ch0","2",0.3084,36,36,"Mid"
"831","24_05_08_cell7_ch0","2",0.2732,37,37,"Mid"
"832","24_05_08_cell7_ch0","2",0.2326,38,38,"Mid"
"833","24_05_08_cell7_ch0","2",0.2618,39,39,"Mid"
